video_stem,n_frames,duplications_needed,case
2596,6,3,3_duplications
2597,8,1,1_duplication
2598,6,3,3_duplications
2599,9,0,0_duplications (super-image complète)
260,7,2,2_duplications
2600,3,6,6_duplications
2601,5,4,4_duplications
2602,4,5,5_duplications
2603,7,2,2_duplications
2604,7,2,2_duplications
2605,4,5,5_duplications
2606,9,0,0_duplications (super-image complète)
2607,3,6,6_duplications
26078_2,3,6,6_duplications
26078_3,1,8,8_duplications (9x la même photo)
26078_5,3,6,6_duplications
26078_6,6,3,3_duplications
26079_1,8,1,1_duplication
26079_2,5,4,4_duplications
2608,7,2,2_duplications
26080_3,4,5,5_duplications
26081_1,5,4,4_duplications
26082_1,8,1,1_duplication
26085_4,9,0,0_duplications (super-image complète)
26086_3,8,1,1_duplication
26087_3,4,5,5_duplications
26087_4,9,0,0_duplications (super-image complète)
26088_3,9,0,0_duplications (super-image complète)
26089_1,6,3,3_duplications
26089_2,8,1,1_duplication
26089_4,3,6,6_duplications
26090_1,8,1,1_duplication
26090_4,9,0,0_duplications (super-image complète)
26093_2,6,3,3_duplications
26094_3,9,0,0_duplications (super-image complète)
26095_1,7,2,2_duplications
26095_2,9,0,0_duplications (super-image complète)
26095_3,9,0,0_duplications (super-image complète)
26096_4,7,2,2_duplications
26096_5,9,0,0_duplications (super-image complète)
261,6,3,3_duplications
2610,8,1,1_duplication
26101_2,8,1,1_duplication
26101_3,4,5,5_duplications
26102_1,7,2,2_duplications
26102_2,4,5,5_duplications
26102_3,6,3,3_duplications
26103_2,6,3,3_duplications
26105_1,6,3,3_duplications
26105_2,4,5,5_duplications
26106_1,4,5,5_duplications
26107_1,4,5,5_duplications
26107_4,9,0,0_duplications (super-image complète)
2611,4,5,5_duplications
26110_2,5,4,4_duplications
26110_3,9,0,0_duplications (super-image complète)
26112_1,9,0,0_duplications (super-image complète)
26112_2,9,0,0_duplications (super-image complète)
26112_3,8,1,1_duplication
26115_1,7,2,2_duplications
26115_3,9,0,0_duplications (super-image complète)
26117_3,9,0,0_duplications (super-image complète)
26117_4,6,3,3_duplications
26118_2,8,1,1_duplication
26118_3,8,1,1_duplication
26119_5,9,0,0_duplications (super-image complète)
2612,6,3,3_duplications
26120_1,8,1,1_duplication
26120_3,5,4,4_duplications
26121_3,8,1,1_duplication
26121_5,6,3,3_duplications
26121_7,5,4,4_duplications
26121_9,6,3,3_duplications
26122_1,7,2,2_duplications
26122_3,7,2,2_duplications
26123_2,8,1,1_duplication
26123_3,6,3,3_duplications
26124_1,9,0,0_duplications (super-image complète)
26124_2,8,1,1_duplication
26124_3,6,3,3_duplications
26125_3,5,4,4_duplications
26125_6,9,0,0_duplications (super-image complète)
2613,8,1,1_duplication
26132_1,4,5,5_duplications
26132_3,8,1,1_duplication
26133_2,6,3,3_duplications
26133_3,8,1,1_duplication
26133_4,4,5,5_duplications
26136_2,8,1,1_duplication
26138_2,5,4,4_duplications
26140_2,6,3,3_duplications
26140_4,2,7,7_duplications
26140_6,7,2,2_duplications
26141_2,4,5,5_duplications
26142_4,6,3,3_duplications
26152_2,5,4,4_duplications
2616,8,1,1_duplication
26165_3,3,6,6_duplications
26165_4,4,5,5_duplications
26169_1,1,8,8_duplications (9x la même photo)
26169_2,1,8,8_duplications (9x la même photo)
2617,4,5,5_duplications
26170_1,1,8,8_duplications (9x la même photo)
26170_7,5,4,4_duplications
26172_1,4,5,5_duplications
26176_1,5,4,4_duplications
26178_1,5,4,4_duplications
2618,3,6,6_duplications
26181_1,3,6,6_duplications
26181_6,5,4,4_duplications
26188_1,4,5,5_duplications
26189_1,6,3,3_duplications
26189_2,4,5,5_duplications
2619,2,7,7_duplications
26190_2,4,5,5_duplications
26190_3,3,6,6_duplications
26193_1,8,1,1_duplication
26193_2,9,0,0_duplications (super-image complète)
26194_1,9,0,0_duplications (super-image complète)
26194_2,8,1,1_duplication
26197_1,9,0,0_duplications (super-image complète)
26199_1,9,0,0_duplications (super-image complète)
262,6,3,3_duplications
2620,3,6,6_duplications
26201_1,9,0,0_duplications (super-image complète)
26201_2,8,1,1_duplication
26202_1,4,5,5_duplications
26202_2,8,1,1_duplication
26203_1,7,2,2_duplications
26204_2,5,4,4_duplications
26204_3,6,3,3_duplications
2621,4,5,5_duplications
26210,8,1,1_duplication
26211_2,9,0,0_duplications (super-image complète)
26211_3,9,0,0_duplications (super-image complète)
26211_4,5,4,4_duplications
26212_2,8,1,1_duplication
26214_1,7,2,2_duplications
26214_2,9,0,0_duplications (super-image complète)
26215_2,4,5,5_duplications
26216_1,6,3,3_duplications
26216_4,8,1,1_duplication
26218_1,7,2,2_duplications
26218_2,6,3,3_duplications
2622,9,0,0_duplications (super-image complète)
26221_1,9,0,0_duplications (super-image complète)
26223_2,9,0,0_duplications (super-image complète)
26224_1,9,0,0_duplications (super-image complète)
26225_4,9,0,0_duplications (super-image complète)
26225_5,8,1,1_duplication
26226_1,9,0,0_duplications (super-image complète)
26226_3,9,0,0_duplications (super-image complète)
26227_1,4,5,5_duplications
26227_6,6,3,3_duplications
2623,9,0,0_duplications (super-image complète)
26230_1,8,1,1_duplication
26232_1,8,1,1_duplication
26237_2,5,4,4_duplications
26239_2,8,1,1_duplication
2624,5,4,4_duplications
26242_1,5,4,4_duplications
26244_3,6,3,3_duplications
26247_2,4,5,5_duplications
26248_2,5,4,4_duplications
26249_5,8,1,1_duplication
2625,9,0,0_duplications (super-image complète)
26250_2,1,8,8_duplications (9x la même photo)
26250_3,5,4,4_duplications
26250_4,3,6,6_duplications
26254_1,8,1,1_duplication
26256_1,6,3,3_duplications
26256_2,8,1,1_duplication
26257_1,6,3,3_duplications
26257_2,7,2,2_duplications
26258_1,5,4,4_duplications
26258_2,5,4,4_duplications
2626,7,2,2_duplications
26260_2,3,6,6_duplications
26260_3,5,4,4_duplications
26261_2,2,7,7_duplications
26262_1,6,3,3_duplications
26262_3,4,5,5_duplications
26264_2,5,4,4_duplications
26264_3,5,4,4_duplications
26267_4,6,3,3_duplications
2627,7,2,2_duplications
26270_2,5,4,4_duplications
26273_2,6,3,3_duplications
26273_3,8,1,1_duplication
26276_2,8,1,1_duplication
26278_1,7,2,2_duplications
26278_2,7,2,2_duplications
26279_1,4,5,5_duplications
2628,9,0,0_duplications (super-image complète)
26282_4,9,0,0_duplications (super-image complète)
26284_1,9,0,0_duplications (super-image complète)
26286,9,0,0_duplications (super-image complète)
26288_1,7,2,2_duplications
26288_2,6,3,3_duplications
26289,9,0,0_duplications (super-image complète)
26291_1,9,0,0_duplications (super-image complète)
26291_2,6,3,3_duplications
26292_1,7,2,2_duplications
26297_1,8,1,1_duplication
26297_2,4,5,5_duplications
26299,9,0,0_duplications (super-image complète)
26300_2,8,1,1_duplication
26302,6,3,3_duplications
26306,9,0,0_duplications (super-image complète)
26307,9,0,0_duplications (super-image complète)
26311_1,8,1,1_duplication
26312_1,1,8,8_duplications (9x la même photo)
26312_2,3,6,6_duplications
26313_1,5,4,4_duplications
26313_3,7,2,2_duplications
26313_4,5,4,4_duplications
26313_5,6,3,3_duplications
26319_1,1,8,8_duplications (9x la même photo)
2632,7,2,2_duplications
26326_3,5,4,4_duplications
26326_8,9,0,0_duplications (super-image complète)
26327_14,5,4,4_duplications
26327_6,2,7,7_duplications
26327_7,4,5,5_duplications
2633,9,0,0_duplications (super-image complète)
2634,9,0,0_duplications (super-image complète)
26344_1,1,8,8_duplications (9x la même photo)
26345_3,2,7,7_duplications
26346_1,3,6,6_duplications
26346_3,3,6,6_duplications
26346_6,5,4,4_duplications
26348_1,1,8,8_duplications (9x la même photo)
26348_4,2,7,7_duplications
26349_1,2,7,7_duplications
2635,5,4,4_duplications
26353_1,1,8,8_duplications (9x la même photo)
26355_1,1,8,8_duplications (9x la même photo)
26357_1,1,8,8_duplications (9x la même photo)
26358_1,7,2,2_duplications
26358_5,7,2,2_duplications
26358_6,9,0,0_duplications (super-image complète)
26358_7,8,1,1_duplication
26359_2,7,2,2_duplications
2636,8,1,1_duplication
26360_1,6,3,3_duplications
26360_2,6,3,3_duplications
26360_3,5,4,4_duplications
26363_2,2,7,7_duplications
26363_3,7,2,2_duplications
26365_3,6,3,3_duplications
26367_1,7,2,2_duplications
26367_2,8,1,1_duplication
26369_2,6,3,3_duplications
26369_3,3,6,6_duplications
2637,7,2,2_duplications
26370_1,6,3,3_duplications
26372_1,6,3,3_duplications
26372_3,5,4,4_duplications
26372_4,3,6,6_duplications
26373_2,5,4,4_duplications
26373_3,8,1,1_duplication
26375_1,6,3,3_duplications
26375_2,5,4,4_duplications
26376_3,6,3,3_duplications
26378_3,5,4,4_duplications
26379_3,5,4,4_duplications
2638,8,1,1_duplication
26380_3,9,0,0_duplications (super-image complète)
26381_3,4,5,5_duplications
26382_2,4,5,5_duplications
26382_3,6,3,3_duplications
26382_5,6,3,3_duplications
26383_2,9,0,0_duplications (super-image complète)
26385_2,7,2,2_duplications
26389_1,7,2,2_duplications
26389_2,7,2,2_duplications
2639,8,1,1_duplication
26390_1,7,2,2_duplications
26390_2,6,3,3_duplications
26390_3,8,1,1_duplication
26392_1,7,2,2_duplications
26393_1,7,2,2_duplications
26393_2,8,1,1_duplication
26394_2,9,0,0_duplications (super-image complète)
26395_2,6,3,3_duplications
26396_3,6,3,3_duplications
26396_4,1,8,8_duplications (9x la même photo)
26396_5,2,7,7_duplications
26398_2,6,3,3_duplications
26399_1,7,2,2_duplications
26399_3,6,3,3_duplications
26399_7,8,1,1_duplication
26400_1,9,0,0_duplications (super-image complète)
26400_3,6,3,3_duplications
26402_4,4,5,5_duplications
26403_1,6,3,3_duplications
26405_1,6,3,3_duplications
26405_3,7,2,2_duplications
26406_2,4,5,5_duplications
26406_3,5,4,4_duplications
26408_2,5,4,4_duplications
26409_1,6,3,3_duplications
26409_3,5,4,4_duplications
2641,3,6,6_duplications
26410_1,6,3,3_duplications
26410_2,7,2,2_duplications
26411_2,8,1,1_duplication
26412_2,4,5,5_duplications
26412_3,7,2,2_duplications
26419_2,3,6,6_duplications
26420_1,6,3,3_duplications
26420_3,7,2,2_duplications
26421_2,5,4,4_duplications
26421_3,6,3,3_duplications
26421_4,9,0,0_duplications (super-image complète)
26427_1,8,1,1_duplication
26427_2,5,4,4_duplications
26430_2,6,3,3_duplications
26430_4,6,3,3_duplications
26431_2,6,3,3_duplications
26437_1,5,4,4_duplications
26438_2,2,7,7_duplications
26439_3,1,8,8_duplications (9x la même photo)
2644,6,3,3_duplications
26440_1,1,8,8_duplications (9x la même photo)
26440_5,5,4,4_duplications
26445_3,9,0,0_duplications (super-image complète)
26445_4,9,0,0_duplications (super-image complète)
26447_3,7,2,2_duplications
26447_4,7,2,2_duplications
2645,8,1,1_duplication
26451_1,6,3,3_duplications
26451_4,4,5,5_duplications
26451_6,3,6,6_duplications
26453_1,3,6,6_duplications
26453_3,4,5,5_duplications
26453_4,9,0,0_duplications (super-image complète)
26455_2,9,0,0_duplications (super-image complète)
26455_3,8,1,1_duplication
26458_2,3,6,6_duplications
26458_3,7,2,2_duplications
2646,4,5,5_duplications
26461_1,6,3,3_duplications
26461_3,3,6,6_duplications
26462_1,3,6,6_duplications
26465_2,2,7,7_duplications
26465_3,2,7,7_duplications
26465_4,8,1,1_duplication
26466_2,6,3,3_duplications
26468_1,7,2,2_duplications
26468_2,5,4,4_duplications
26472_1,5,4,4_duplications
26473_1,5,4,4_duplications
26487_2,5,4,4_duplications
26488_1,4,5,5_duplications
2649,5,4,4_duplications
26490_1,8,1,1_duplication
26490_2,9,0,0_duplications (super-image complète)
26490_4,7,2,2_duplications
26491_1,8,1,1_duplication
26493_1,5,4,4_duplications
26494_2,9,0,0_duplications (super-image complète)
26494_3,7,2,2_duplications
26494_4,9,0,0_duplications (super-image complète)
26494_6,7,2,2_duplications
26495_1,8,1,1_duplication
26495_3,7,2,2_duplications
26496_1,9,0,0_duplications (super-image complète)
26497_1,9,0,0_duplications (super-image complète)
26497_2,9,0,0_duplications (super-image complète)
26497_4,8,1,1_duplication
26498_2,7,2,2_duplications
26498_3,7,2,2_duplications
26498_4,3,6,6_duplications
265,9,0,0_duplications (super-image complète)
2650,8,1,1_duplication
26500_2,4,5,5_duplications
26500_7,3,6,6_duplications
26506_1,1,8,8_duplications (9x la même photo)
26506_3,3,6,6_duplications
26508_1,3,6,6_duplications
26508_4,3,6,6_duplications
2651,8,1,1_duplication
26512_3,9,0,0_duplications (super-image complète)
26513_1,7,2,2_duplications
26513_2,6,3,3_duplications
26513_5,9,0,0_duplications (super-image complète)
26514_3,7,2,2_duplications
26515_3,9,0,0_duplications (super-image complète)
26516_2,4,5,5_duplications
26516_3,5,4,4_duplications
26516_5,7,2,2_duplications
26517_3,9,0,0_duplications (super-image complète)
26518_2,8,1,1_duplication
26518_3,8,1,1_duplication
26518_4,9,0,0_duplications (super-image complète)
26518_5,7,2,2_duplications
26518_6,9,0,0_duplications (super-image complète)
26518_7,6,3,3_duplications
26519_2,8,1,1_duplication
26519_3,7,2,2_duplications
26519_4,7,2,2_duplications
2652,7,2,2_duplications
26520_3,9,0,0_duplications (super-image complète)
26520_4,9,0,0_duplications (super-image complète)
26521_2,9,0,0_duplications (super-image complète)
26521_3,7,2,2_duplications
26521_4,7,2,2_duplications
26522_2,7,2,2_duplications
26522_3,7,2,2_duplications
26522_4,4,5,5_duplications
26523_3,8,1,1_duplication
26523_4,6,3,3_duplications
26524_2,6,3,3_duplications
26524_3,9,0,0_duplications (super-image complète)
26524_4,8,1,1_duplication
26524_5,8,1,1_duplication
26525_1,6,3,3_duplications
26525_3,8,1,1_duplication
26525_4,8,1,1_duplication
26527_5,9,0,0_duplications (super-image complète)
26528_1,8,1,1_duplication
26528_2,7,2,2_duplications
26528_3,1,8,8_duplications (9x la même photo)
26528_4,4,5,5_duplications
26529_1,8,1,1_duplication
26529_4,7,2,2_duplications
26534_3,9,0,0_duplications (super-image complète)
26536_2,5,4,4_duplications
26536_3,7,2,2_duplications
26544_4,5,4,4_duplications
26544_5,8,1,1_duplication
26548_4,4,5,5_duplications
26548_5,4,5,5_duplications
26548_6,8,1,1_duplication
26549_7,3,6,6_duplications
2655,5,4,4_duplications
26550_1,5,4,4_duplications
26551_1,7,2,2_duplications
26551_2,8,1,1_duplication
26551_3,6,3,3_duplications
26552_10,7,2,2_duplications
26552_11,7,2,2_duplications
26552_4,2,7,7_duplications
26552_7,5,4,4_duplications
26552_8,9,0,0_duplications (super-image complète)
26554_1,6,3,3_duplications
26554_2,2,7,7_duplications
26554_5,3,6,6_duplications
26554_7,2,7,7_duplications
2656,6,3,3_duplications
26562_10,6,3,3_duplications
26562_11,3,6,6_duplications
2657,2,7,7_duplications
2658,6,3,3_duplications
26581_2,4,5,5_duplications
26582_1,7,2,2_duplications
26582_3,4,5,5_duplications
26582_4,6,3,3_duplications
26583_3,3,6,6_duplications
26583_4,6,3,3_duplications
26584_2,6,3,3_duplications
26585_3,8,1,1_duplication
26585_4,8,1,1_duplication
26587_5,9,0,0_duplications (super-image complète)
26587_7,8,1,1_duplication
26587_8,9,0,0_duplications (super-image complète)
26588_1,6,3,3_duplications
26588_2,6,3,3_duplications
26589_2,7,2,2_duplications
26589_3,8,1,1_duplication
26590_1,7,2,2_duplications
26590_2,8,1,1_duplication
26591_2,3,6,6_duplications
26591_3,5,4,4_duplications
26593_2,4,5,5_duplications
26593_3,7,2,2_duplications
26594_2,3,6,6_duplications
26594_3,3,6,6_duplications
26599_1,5,4,4_duplications
26599_2,5,4,4_duplications
26600_1,3,6,6_duplications
26600_2,5,4,4_duplications
26603_3,3,6,6_duplications
26604_1,1,8,8_duplications (9x la même photo)
26604_2,1,8,8_duplications (9x la même photo)
26604_3,2,7,7_duplications
26607_2,6,3,3_duplications
26609_1,7,2,2_duplications
26609_2,8,1,1_duplication
26611_1,7,2,2_duplications
26611_3,8,1,1_duplication
26612_2,4,5,5_duplications
26612_3,5,4,4_duplications
26613_3,7,2,2_duplications
26616_1,8,1,1_duplication
26617_2,9,0,0_duplications (super-image complète)
26617_3,8,1,1_duplication
26617_4,7,2,2_duplications
26618_2,8,1,1_duplication
26618_3,5,4,4_duplications
26619_2,4,5,5_duplications
26620_2,6,3,3_duplications
26620_3,4,5,5_duplications
26620_4,4,5,5_duplications
26621_2,7,2,2_duplications
26622_1,6,3,3_duplications
26622_3,8,1,1_duplication
26628_2,3,6,6_duplications
26628_3,2,7,7_duplications
26629_1,2,7,7_duplications
26632_3,2,7,7_duplications
26632_4,4,5,5_duplications
26633_2,6,3,3_duplications
26633_3,8,1,1_duplication
26634_2,5,4,4_duplications
26638_1,4,5,5_duplications
26638_2,5,4,4_duplications
26638_3,9,0,0_duplications (super-image complète)
26639_3,2,7,7_duplications
26640_1,5,4,4_duplications
26640_2,8,1,1_duplication
26640_3,8,1,1_duplication
26641_1,3,6,6_duplications
2665,7,2,2_duplications
26650_2,7,2,2_duplications
26650_3,7,2,2_duplications
26650_4,6,3,3_duplications
26654_4,3,6,6_duplications
26656_2,2,7,7_duplications
2666,4,5,5_duplications
26668_5,6,3,3_duplications
26668_6,9,0,0_duplications (super-image complète)
26670_4,6,3,3_duplications
26671_3,9,0,0_duplications (super-image complète)
26671_4,9,0,0_duplications (super-image complète)
26674_2,5,4,4_duplications
26674_4,5,4,4_duplications
26674_8,6,3,3_duplications
26676_6,5,4,4_duplications
2668,5,4,4_duplications
26683_1,3,6,6_duplications
26683_2,2,7,7_duplications
26684_2,7,2,2_duplications
26684_3,7,2,2_duplications
26684_4,5,4,4_duplications
2669,7,2,2_duplications
26693,4,5,5_duplications
26694,4,5,5_duplications
26695,6,3,3_duplications
26696,4,5,5_duplications
26697,5,4,4_duplications
26698,6,3,3_duplications
26699,8,1,1_duplication
267,9,0,0_duplications (super-image complète)
2670,4,5,5_duplications
26700,7,2,2_duplications
26701,3,6,6_duplications
26702,6,3,3_duplications
26703,8,1,1_duplication
26704,5,4,4_duplications
26707,6,3,3_duplications
2671,5,4,4_duplications
26711,8,1,1_duplication
26712,8,1,1_duplication
26713,7,2,2_duplications
26715,6,3,3_duplications
2672,3,6,6_duplications
26722,5,4,4_duplications
26723,9,0,0_duplications (super-image complète)
